"","Var1","Freq"
"2990","friends",14
"2991","friendship",1
"2992","fright",1
"2993","frighten",2
"2994","frightened",14
"2995","frightful",1
"2996","frill",1
"2997","fringe",4
"2998","fringed",1
"2999","frisco",4
"3000","fritz",2
"3001","fro",3
"3002","frock",8
"3003","frogged",1
"3004","from",497
"3005","front",50
"3006","fronts",1
"3007","frost",3
"3008","frosted",1
"3009","frosty",1
"3010","frowning",1
"3011","fruitless",1
"3012","fruits",1
"3013","ft",1
"3014","fugitives",1
"3015","fulfil",1
"3016","fulfilled",1
"3017","fulfilment",1
"3018","full",16
"3019","fuller's",7
"3020","fully",4
"3021","fumbled",1
"3022","fumes",1
"3023","fund",2
"3024","funds",1
"3025","funniest",1
"3026","funny",7
"3027","fur",2
"3028","furiously",2
"3029","furnish",1
"3030","furnished",8
"3031","furnishes",1
"3032","furniture",9
"3033","further",10
"3034","furtive",1
"3035","fury",1
"3036","fuss",2
"3037","future",9
"3038","g",3
"3039","gables",1
"3040","gain",6
"3041","gained",9
"3042","gainer",1
"3043","gaining",1
"3044","gaiters",4
"3045","gale",4
"3046","gales",2
"3047","gallop",1
"3048","gallows",2
"3049","galvanised",1
"3050","gambler",2
"3051","game",8
"3052","game's",1
"3053","gang",7
"3054","gaol",3
"3055","gap",1
"3056","gaped",2
"3057","gaping",2
"3058","garden",18
"3059","garment",1
"3060","garments",4
"3061","gas",8
"3062","gasfitters",2
"3063","gash",1
"3064","gaslight",1
"3065","gasogene",1
"3066","gasped",6
"3067","gate",7
"3068","gates",2
"3069","gather",7
"3070","gathered",3
"3071","gathering",2
"3072","gaunt",2
"3073","gaunter",1
"3074","gave",46
"3075","gaze",4
"3076","gazed",5
"3077","gazetteer",1
"3078","gazing",6
"3079","gear",1
"3080","geese",17
"3081","gem",2
"3082","gems",13
"3083","general",9
"3084","generally",5
"3085","generation",1
"3086","generations",2
"3087","generous",1
"3088","genial",2
"3089","geniality",1
"3090","genii",1
"3091","genteel",1
"3092","gentle",6
"3093","gentleman",42
"3094","gentleman's",3
"3095","gentlemanly",1
"3096","gentlemen",6
"3097","gently",7
"3098","geology",1
"3099","george",10
"3100","george's",4
"3101","georgia",2
"3102","german",15
"3103","germans",1
"3104","gesellschaft",1
"3105","gesticulating",1
"3106","gesture",5
"3107","get",62
"3108","gets",3
"3109","getting",8
"3110","ghastly",2
"3111","ghost",1
"3112","giant",2
"3113","gibe",1
"3114","gift",1
"3115","gigantic",4
"3116","gilt",1
"3117","gin",1
"3118","gipsies",7
"3119","gipsy",1
"3120","girl",23
"3121","girl's",4
"3122","girls",1
"3123","girt",1
"3124","give",60
"3125","given",32
"3126","gives",8
"3127","giving",5
"3128","glad",18
"3129","glade",1
"3130","gladstone",2
"3131","glamour",1
"3132","glance",17
"3133","glanced",22
"3134","glances",4
"3135","glancing",23
"3136","glands",1
"3137","glare",3
"3138","glared",2
"3139","glaring",1
"3140","glass",14
"3141","glasses",8
"3142","gleam",2
"3143","gleaming",1
"3144","glided",2
"3145","glimmer",2
"3146","glimmered",3
"3147","glimpse",7
"3148","glimpses",1
"3149","glint",1
"3150","glints",1
"3151","glisten",1
"3152","glitter",2
"3153","globe",1
"3154","gloom",8
"3155","gloomily",1
"3156","gloomy",1
"3157","gloss",1
"3158","glossy",2
"3159","glove",4
"3160","gloves",3
"3161","glow",1
"3162","glowing",2
"3163","go",99
"3164","goading",1
"3165","god",26
"3166","god's",3
"3167","godfrey",5
"3168","goes",9
"3169","going",32
"3170","gold",18
"3171","golden",5
"3172","gone",45
"3173","gong",1
"3174","good",137
"3175","goodge",2
"3176","goodness",9
"3177","goodwill",1
"3178","goodwins",1
"3179","goose",27
"3180","gordon",2
"3181","gospel",1
"3182","gossip",2
"3183","gossiping",1
"3184","gossips",1
"3185","got",53
"3186","gottsreich",1
"3187","governess",3
"3188","governesses",2
"3189","government",2
"3190","gown",6
"3191","grabs",1
"3192","grace",3
"3193","graceful",1
"3194","gracious",2
"3195","gradually",2
"3196","grain",1
"3197","grand",2
"3198","grandfather",2
"3199","granted",1
"3200","granting",1
"3201","gras",1
"3202","grasp",6
"3203","grasped",5
"3204","grasping",1
"3205","grass",9
"3206","grate",2
"3207","grateful",1
"3208","grating",2
"3209","gratitude",1
"3210","grave",4
"3211","gravel",4
"3212","gravely",6
"3213","graver",1
"3214","gravesend",4
"3215","gravity",3
"3216","greasy",2
"3217","great",60
"3218","greatcoat",1
"3219","greater",6
"3220","greatest",6
"3221","green",6
"3222","greenwich",1
"3223","greet",1
"3224","greeting",4
"3225","grew",12
"3226","grey",24
"3227","greyish",2
"3228","grice",1
"3229","grief",7
"3230","grievance",1
"3231","grieved",1
"3232","grievous",1
"3233","grim",2
"3234","grime",1
"3235","grimesby",8
"3236","grimly",1
"3237","grin",2
"3238","grind",1
"3239","grinder",2
"3240","grinned",1
"3241","grinning",2
"3242","grip",6
"3243","gripping",1
"3244","grit",1
"3245","gritty",1
"3246","grizzled",6
"3247","groan",2
"3248","groaned",3
"3249","grocer",1
"3250","groom",5
"3251","groomed",1
"3252","groping",2
"3253","gross",2
"3254","grosvenor",2
"3255","grotesque",1
"3256","ground",23
"3257","grounds",10
"3258","group",3
"3259","grove",1
"3260","grow",2
"3261","growing",2
"3262","grown",3
"3263","gruff",1
"3264","guard",6
"3265","guardianship",1
"3266","guardsmen",3
"3267","guess",5
"3268","guessed",2
"3269","guidance",1
"3270","guide",4
"3271","guilt",4
"3272","guilty",3
"3273","guinea",4
"3274","guineas",3
"3275","gullet",1
"3276","gulp",1
"3277","gum",1
"3278","gummed",1
"3279","gun",6
"3280","gush",1
"3281","gushes",1
"3282","gustave",1
"3283","guttering",1
"3284","h",5
"3285","ha",22
"3286","habit",8
"3287","habits",9
"3288","hacked",1
"3289","had",830
"3290","hadn't",3
"3291","hafiz",1
"3292","haggard",2
"3293","hague",1
"3294","hail",1
"3295","hailed",1
"3296","hair",45
"3297","haired",1
"3298","half",61
"3299","halfway",2
"3300","halifax",1
"3301","hall",19
"3302","hammered",1
"3303","hampshire",4
"3304","hand",120
"3305","handcuffs",1
"3306","handed",11
"3307","handedness",1
"3308","handing",1
"3309","handkerchief",9
"3310","handkerchiefs",1
"3311","handle",2
"3312","handled",1
"3313","handling",2
"3314","hands",73
"3315","handsome",4
"3316","handwriting",2
"3317","handy",3
"3318","hang",2
"3319","hanged",3
"3320","hanging",7
"3321","hangs",2
"3322","hankey's",1
"3323","hanover",2
"3324","hansom",6
"3325","hansoms",1
"3326","happen",3
"3327","happened",23
"3328","happening",1
"3329","happens",2
"3330","happily",2
"3331","happiness",3
"3332","happy",18
"3333","hard",29
"3334","hardened",4
"3335","hardest",1
"3336","hardihood",1
"3337","hardly",50
"3338","hardy",2
"3339","hare",1
"3340","harley",1
"3341","harm",8
"3342","harmonium",1
"3343","harmony",1
"3344","harness",2
"3345","harris",1
"3346","harrow",3
"3347","harsh",1
"3348","harshly",1
"3349","harvest",1
"3350","has",284
"3351","hasp",1
"3352","haste",2
"3353","hastened",3
"3354","hastening",2
"3355","hastily",1
"3356","hat",50
"3357","hate",1
"3358","hated",1
"3359","hatherley",17
"3360","hatherley's",1
"3361","hats",1
"3362","hatty",3
"3363","hauling",1
"3364","have",924
"3365","having",68
"3366","hawk",1
"3367","hay",1
"3368","hayling",1
"3369","hazarded",1
"3370","haze",1
"3371","he",1467
"3372","he'd",1
"3373","he'll",2
"3374","he's",13
"3375","head",68
"3376","headache",1
"3377","headed",24
"3378","headgear",1
"3379","heading",3
"3380","headings",1
"3381","heads",9
"3382","headstrong",1
"3383","health",5
"3384","healthy",1
"3385","heap",1
"3386","heaped",1
"3387","hear",32
"3388","heard",113
"3389","hearing",3
"3390","hears",2
"3391","heart",25
"3392","hearted",3
"3393","heartily",7
"3394","heartless",1
"3395","hearts",3
"3396","hearty",5
"3397","heated",1
"3398","heather",1
"3399","heaven",3
"3400","heaven's",2
"3401","heavens",7
"3402","heavier",2
"3403","heavily",13
"3404","heaving",1
"3405","heavy",30
"3406","hebrew",1
"3407","hedge",2
"3408","hedges",2
"3409","heed",1
"3410","heel",2
"3411","heelless",1
"3412","heels",6
"3413","heh",2
"3414","height",5
"3415","heinous",1
"3416","heiress",2
"3417","heirs",1
"3418","held",26
"3419","helen",4
"3420","hellish",2
"3421","help",47
"3422","helped",3
"3423","helper",2
"3424","helping",1
"3425","helpless",3
"3426","helps",1
"3427","hence",5
"3428","henry",10
"3429","her",430
"3430","herald",1
"3431","hercules",1
"3432","herd",1
"3433","here",134
"3434","here's",6
"3435","hereditary",4
"3436","hereford",2
"3437","herefordshire",2
"3438","heroic",1
"3439","hers",2
"3440","herself",10
"3441","hesitate",1
"3442","hesitated",3
"3443","hesitating",2
"3444","hesitation",2
"3445","hid",1
"3446","hidden",1
"3447","hide",2
"3448","hideous",4
"3449","high",22
"3450","higher",3
"3451","highest",7
"3452","highly",4
"3453","highness",1
"3454","highroad",4
"3455","highway",2
"3456","hill",2
"3457","hills",2
"3458","him",434
"3459","himself",73
"3460","hinders",1
"3461","hindrance",1
"3462","hinges",2
"3463","hint",2
"3464","hinted",1
"3465","hinting",1
"3466","hired",1
"3467","his",1159
"3468","hiss",1
"3469","history",3
"3470","hit",3
"3471","hitherto",1
"3472","hoard",1
"3473","hoarse",2
"3474","hoarsely",1
"3475","hoax",1
"3476","hobbies",1
"3477","hobby",1
"3478","holborn",2
"3479","hold",8
"3480","holder",23
"3481","holding",6
"3482","hole",5
"3483","holes",2
"3484","holiday",2
"3485","holland",2
"3486","hollow",4
"3487","hollowed",1
"3488","holmes",462
"3489","home",48
"3490","homely",4
"3491","homesteads",1
"3492","homeward",3
"3493","honest",1
"3494","honeymoon",2
"3495","honoria",1
"3496","honour",12
"3497","honourable",1
"3498","hood",1
"3499","hoofs",2
"3500","hook",2
"3501","hope",31
"3502","hoped",4
"3503","hopeful",1
"3504","hopeless",2
"3505","hopes",7
"3506","hoping",1
"3507","hopkins",2
"3508","horace",1
"3509","horner",13
"3510","horrible",13
"3511","horribly",1
"3512","horrid",3
"3513","horrify",2
"3514","horror",12
"3515","horrors",1
"3516","horse",8
"3517","horse's",3
"3518","horses",4
"3519","horsey",2
"3520","horsham",10
"3521","hosmer",23
"3522","hospital",1
"3523","hospitality",1
"3524","host",1
"3525","hot",11
"3526","hotel",14
"3527","hotels",2
"3528","hound",2
"3529","hour",32
"3530","hour's",3
"3531","hours",20
"3532","house",123
"3533","household",8
"3534","housekeeper",2
"3535","housekeeper's",1
"3536","houses",13
"3537","hover",1
"3538","how",141
"3539","however",107
"3540","howl",1
"3541","howling",1
"3542","hubbub",2
"3543","huddled",3
"3544","hudson",4
"3545","huffed",1
"3546","huge",11
"3547","hugged",1
"3548","hugh",4
"3549","hullo",4
"3550","hum",9
"3551","human",12
"3552","humanity",1
"3553","humble",2
"3554","humbler",1
"3555","humdrum",1
"3556","humiliation",2
"3557","humming",2
"3558","humour",1
"3559","humoured",1
"3560","humours",1
"3561","hundred",19
"3562","hundreds",2
"3563","hung",8
"3564","hungrily",1
"3565","hungry",2
"3566","hunt",2
"3567","hunted",1
"3568","hunter",21
"3569","hunter's",1
"3570","hunting",6
"3571","hurled",3
"3572","hurling",2
"3573","hurried",22
"3574","hurriedly",5
"3575","hurry",9
"3576","hurrying",4
"3577","hurt",5
"3578","hurts",2
"3579","husband",22
"3580","husband's",6
"3581","hush",2
"3582","hushing",1
"3583","hyde",1
"3584","hydraulic",10
"3585","hydraulics",1
"3586","hydrochloric",1
"3587","hypothesis",4
"3588","hysterical",2
"3589","i",3003
"3590","i'd",4
"3591","i'll",19
"3592","i'm",4
"3593","i've",8
"3594","ice",1
"3595","idea",23
"3596","ideal",2
"3597","ideas",2
"3598","identical",1
"3599","identified",2
"3600","identify",1
"3601","identity",4
"3602","idiot",1
"3603","idle",1
"3604","idler",1
"3605","if",260
"3606","ignorance",3
"3607","ignorant",3
"3608","ignotum",1
"3609","ii",3
"3610","iii",3
"3611","ill",12
"3612","illegal",1
"3613","illegally",1
"3614","illness",1
"3615","illuminated",1
"3616","illustrate",1
"3617","illustrious",1
"3618","imagination",3
"3619","imagine",29
"3620","imbecile",3
"3621","imbecility",1
"3622","imbedded",1
"3623","imitate",1
"3624","imitated",1
"3625","immediate",1
"3626","immediately",7
"3627","immense",10
"3628","immensely",3
"3629","imminent",1
"3630","impassable",1
"3631","impatience",2
"3632","impatient",2
"3633","impatiently",3
"3634","impending",1
"3635","imperial",1
"3636","imperilled",1
"3637","impersonal",1
"3638","impertinent",2
"3639","imperturbably",1
"3640","impetuous",1
"3641","implacable",1
"3642","implicate",2
"3643","implicated",1
"3644","implicates",1
"3645","implicating",1
"3646","implicit",1
"3647","implies",1
"3648","implore",2
"3649","implored",2
"3650","imploring",1
"3651","imply",1
"3652","importance",16
"3653","important",21
"3654","importers",1
"3655","imposing",1
"3656","impossibility",1
"3657","impossible",14
"3658","impressed",6
"3659","impression",16
"3660","impressions",3
"3661","impressive",1
"3662","imprisoned",1
"3663","imprisonment",3
"3664","improbabilities",1
"3665","improbable",2
"3666","improved",2
"3667","improving",1
"3668","improvisations",1
"3669","imprudence",2
"3670","imprudently",1
"3671","impulse",2
"3672","impulsive",1
"3673","impulsively",1
"3674","impunity",3
"3675","in",1766
"3676","inadequate",1
"3677","inarticulate",1
"3678","incalculable",1
"3679","incapable",2
"3680","incarnate",1
"3681","inception",1
"3682","inches",2
"3683","incident",9
"3684","incidents",5
"3685","incisive",3
"3686","incites",1
"3687","inclined",6
"3688","included",1
"3689","incognito",1
"3690","incoherent",1
"3691","income",6
"3692","incomplete",1
"3693","inconsequential",1
"3694","inconvenience",4
"3695","incorrigible",1
"3696","increased",4
"3697","increasing",1
"3698","incredible",1
"3699","incredulity",2
"3700","incriminate",1
"3701","indebted",3
"3702","indeed",62
"3703","independent",3
"3704","index",2
"3705","indexing",1
"3706","india",5
"3707","indian",5
"3708","indians",1
"3709","indicate",2
"3710","indicated",6
"3711","indication",1
"3712","indications",2
"3713","indifferent",1
"3714","indignation",2
"3715","indirect",1
"3716","indirectly",2
"3717","indiscreetly",1
"3718","indiscretion",1
"3719","indisposition",1
"3720","indistinguishable",1
"3721","individual",2
"3722","individuality",2
"3723","indoors",3
"3724","induce",2
"3725","indulge",2
"3726","indulged",1
"3727","indulgently",1
"3728","inexorable",2
"3729","inexplicable",2
"3730","inextricable",1
"3731","infer",2
"3732","inference",1
"3733","inferences",4
"3734","infernal",1
"3735","inferred",1
"3736","infinite",1
"3737","infinitely",2
"3738","infirmity",1
"3739","inflamed",1
"3740","inflicted",2
"3741","influence",11
"3742","inform",2
"3743","informality",1
"3744","information",8
"3745","informed",4
"3746","informing",1
"3747","ingenious",2
"3748","ingenuity",1
"3749","inhabited",3
"3750","inherit",1
"3751","inheritance",1
"3752","inimitably",1
"3753","initials",7
"3754","injections",1
"3755","injunction",1
"3756","injured",7
"3757","injuries",5
"3758","injuring",2
"3759","injury",3
"3760","injustice",1
"3761","ink",9
"3762","inn",7
"3763","inner",5
"3764","innocence",5
"3765","innocent",17
"3766","inquest",4
"3767","inquire",3
"3768","inquired",3
"3769","inquirer",1
"3770","inquiries",7
"3771","inquiring",1
"3772","inquiry",12
"3773","insane",1
"3774","insanely",1
"3775","inscrutable",1
"3776","insects",1
"3777","insensibility",1
"3778","insensibly",1
"3779","inside",13
"3780","insight",3
"3781","insinuating",2
"3782","insist",2
"3783","insisted",2
"3784","insists",1
"3785","insolence",1
"3786","inspect",1
"3787","inspection",3
"3788","inspector",29
"3789","inspiring",1
"3790","inst",2
"3791","instance",5
"3792","instant",31
"3793","instantly",17
"3794","instead",8
"3795","instep",1
"3796","instinct",3
"3797","instincts",3
"3798","instituted",2
"3799","instruction",1
"3800","instructions",2
"3801","instructive",3
"3802","instrument",2
"3803","insufficient",2
"3804","insult",2
"3805","intellectual",3
"3806","intelligence",1
"3807","intelligent",1
"3808","intend",1
"3809","intended",1
"3810","intense",2
"3811","intensified",1
"3812","intensity",1
"3813","intention",10
"3814","intentions",1
"3815","intently",1
"3816","interest",38
"3817","interested",12
"3818","interesting",21
"3819","interests",4
"3820","interfere",4
"3821","interim",1
"3822","interjected",1
"3823","interposed",1
"3824","interrupt",1
"3825","interrupted",1
"3826","interruption",1
"3827","intervals",2
"3828","interview",6
"3829","intimacy",1
"3830","intimate",5
"3831","into",275
"3832","intricate",1
"3833","intrigue",1
"3834","introduce",4
"3835","introduced",2
"3836","introducing",2
"3837","introduction",2
"3838","introspect",1
"3839","introspective",3
"3840","intruder",1
"3841","intruding",1
"3842","intrusion",2
"3843","intrusions",1
"3844","intrusted",2
"3845","intuition",2
"3846","intuitions",1
"3847","invaders",1
"3848","invaluable",3
"3849","invariable",1
"3850","invariably",3
"3851","invent",4
"3852","invention",1
"3853","invested",1
"3854","investigate",1
"3855","investigated",1
"3856","investigation",12
"3857","investigations",3
"3858","investment",1
"3859","investments",2
"3860","inviolate",1
"3861","invisible",2
"3862","invited",2
"3863","involved",1
"3864","inward",2
"3865","iodoform",1
"3866","iota",1
"3867","irene",16
"3868","irene's",1
"3869","irish",1
"3870","iron",12
"3871","irresistible",1
"3872","is",1124
"3873","isa",4
"3874","island",2
"3875","isle",1
"3876","isn't",4
"3877","isolated",1
"3878","isolation",1
"3879","issue",2
"3880","issues",2
"3881","it",1701
"3882","it'll",1
"3883","it's",32
"3884","italian",1
"3885","item",2
"3886","items",1
"3887","its",86
"3888","itself",18
"3889","iv",2
"3890","ivory",1
"3891","ix",2
"3892","j",1
"3893","jabez",9
"3894","jack",4
"3895","jacket",7
"3896","jackson's",1
"3897","jagged",1
"3898","james",18
"3899","james's",3
"3900","jane",1
"3901","january",4
"3902","jaw",2
"3903","jealously",1
"3904","jealousy",2
"3905","jem",3
"3906","jem's",1
"3907","jephro",2
"3908","jeremiah",1
"3909","jerked",2
"3910","jerkily",1
"3911","jerking",1
"3912","jersey",1
"3913","jest",2
"3914","jesting",1
"3915","jet",3
"3916","jewel",9
"3917","jeweller's",1
"3918","jewellery",1
"3919","jewels",2
"3920","jezail",1
"3921","job",3
"3922","john",25
"3923","john's",1
"3924","join",3
"3925","joined",3
"3926","joint",1
"3927","joke",3
"3928","jokes",1
"3929","joking",4
"3930","jollification",1
"3931","jolted",1
"3932","jones",11
"3933","joseph",1
"3934","jostling",1
"3935","jot",1
"3936","journey",9
"3937","journeyed",1
"3938","journeys",1
"3939","jove",2
"3940","jovial",2
"3941","jowl",1
"3942","joy",5
"3943","judge",4
"3944","judged",1
"3945","judgment",3
"3946","judicial",1
"3947","jug",1
"3948","julia",3
"3949","jump",6
"3950","jumped",3
"3951","jumping",2
"3952","june",3
"3953","junior",1
"3954","jury",7
"3955","juryman",1
"3956","just",126
"3957","justice",6
"3958","justified",1
"3959","jutted",1
"3960","jutting",1
"3961","k",21
"3962","kate",4
"3963","keen",12
"3964","keener",1
"3965","keenest",3
"3966","keenly",9
"3967","keep",27
"3968","keeper",11
"3969","keeping",4
"3970","keeps",3
"3971","kempt",1
"3972","kensington",1
"3973","kent",3
"3974","kept",12
"3975","kettle",1
"3976","key",16
"3977","keyhole",1
"3978","keys",5
"3979","kicked",1
"3980","kicks",1
"3981","kilburn",3
"3982","kill",1
"3983","killed",3
"3984","killing",1
"3985","kind",21
"3986","kindled",1
"3987","kindliness",1
"3988","kindly",16
"3989","kindness",5
"3990","king",25
"3991","king's",1
"3992","kingdom",2
"3993","kings",1
"3994","kissed",1
"3995","kitchen",6
"3996","klan",2
"3997","klux",2
"3998","knee",7
"3999","kneeling",1
"4000","knees",10
"4001","knelt",1
"4002","knew",57
"4003","knife",4
"4004","knitted",2
"4005","knock",4
"4006","knocked",3
"4007","knot",3
"4008","knots",2
"4009","know",170
"4010","knowing",7
"4011","knowledge",13
"4012","known",29
"4013","knows",12
"4014","kramm",2
"4015","ku",2
"4016","l",1
"4017","l'homme",1
"4018","l'oeuvre",1
"4019","la",1
"4020","label",1
"4021","labour",4
"4022","labyrinth",3
"4023","lace",2
"4024","lack",1
"4025","lad",11
"4026","ladder",3
"4027","laden",1
"4028","ladies",9
"4029","lady",72
"4030","lady's",8
"4031","ladyship's",1
"4032","laid",32
"4033","lain",1
"4034","lake",3
"4035","lame",1
"4036","lameness",1
"4037","lamp",28
"4038","lamps",2
"4039","lancaster",2
"4040","land",9
"4041","landau",4
"4042","landed",1
"4043","landing",3
"4044","landlady",3
"4045","landlady's",1
"4046","landlord",5
"4047","landowner",1
"4048","landowner's",1
"4049","landscape",1
"4050","lane",23
"4051","lanes",1
"4052","langham",1
"4053","language",1
"4054","languid",2
"4055","languor",2
"4056","lank",1
"4057","lantern",10
"4058","lanterns",1
"4059","lap",5
"4060","lapse",1
"4061","large",41
"4062","larger",7
"4063","largest",4
"4064","lascar",12
"4065","lash",4
"4066","lashed",2
"4067","lassitude",1
"4068","last",95
"4069","lasting",1
"4070","latch",1
"4071","late",28
"4072","lately",7
"4073","lateness",1
"4074","later",15
"4075","lateral",1
"4076","latter",10
"4077","laudanum",1
"4078","laugh",7
"4079","laughed",20
"4080","laughing",18
"4081","laughter",5
"4082","laurel",2
"4083","law",12
"4084","lawn",12
"4085","lawyer",7
"4086","lay",42
"4087","layers",1
"4088","laying",7
"4089","lays",1
"4090","lazily",2
"4091","lead",10
"4092","leadenhall",5
"4093","leader",1
"4094","leading",3
"4095","leads",3
"4096","leaf",2
"4097","league",17
"4098","leakage",1
"4099","leaking",1
"4100","lean",2
"4101","leaned",5
"4102","leaning",7
"4103","leaped",1
"4104","leaps",1
"4105","learn",11
"4106","learned",10
"4107","learning",1
"4108","least",36
"4109","leather",6
"4110","leatherhead",4
"4111","leave",48
"4112","leaves",6
"4113","leaving",9
"4114","lebanon",1
"4115","lecture",1
"4116","lectures",1
"4117","led",25
"4118","ledger",3
"4119","ledgers",1
"4120","lee",7
"4121","left",92
"4122","leg",7
"4123","legal",4
"4124","legged",4
"4125","leggings",1
"4126","legible",1
"4127","legs",7
"4128","lemon",1
"4129","length",4
"4130","lengthen",1
"4131","lengthened",2
"4132","lengths",1
"4133","lengthy",1
"4134","lenient",1
"4135","lens",12
"4136","lenses",1
"4137","lent",1
"4138","less",38
"4139","lest",3
"4140","lestrade",37
"4141","lestrade's",1
"4142","let",69
"4143","let's",1
"4144","lethargy",1
"4145","lets",1
"4146","letter",30
"4147","letters",27
"4148","level",4
"4149","levers",3
"4150","liar",1
"4151","liberated",1
"4152","liberties",1
"4153","liberty",4
"4154","libraries",1
"4155","library",2
"4156","license",2
"4157","lichen",2
"4158","lid",3
"4159","lidded",1
"4160","lids",4
"4161","lie",9
"4162","lies",9
"4163","life",48
"4164","lifeless",1
"4165","lifted",2
"4166","light",76
"4167","lighted",1
"4168","lighten",1
"4169","lightened",1
"4170","lighter",1
"4171","lighting",3
"4172","lightning",1
"4173","lights",4
"4174","like",97
"4175","liked",2
"4176","likely",24
"4177","liking",1
"4178","limb",2
"4179","limbs",7
"4180","lime",3
"4181","limit",1
"4182","limited",1
"4183","limits",3
"4184","limp",3
"4185","limped",1
"4186","limping",1
"4187","limps",1
"4188","line",19
"4189","lined",6
"4190","linen",4
"4191","lines",6
"4192","lingering",1
"4193","lining",4
"4194","link",4
"4195","linked",1
"4196","links",1
"4197","linoleum",1
"4198","lip",12
"4199","lipped",1
"4200","lips",18
"4201","list",4
"4202","listen",7
"4203","listened",18
"4204","listening",3
"4205","listless",2
"4206","lit",16
"4207","literary",1
"4208","literature",2
"4209","lithe",1
"4210","litter",1
"4211","little",269
"4212","live",15
"4213","lived",12
"4214","liver",1
"4215","lives",8
"4216","livid",1
"4217","living",9
"4218","lloyd's",1
"4219","loading",1
"4220","loaf",1
"4221","loafer",3
"4222","loafing",1
"4223","loans",1
"4224","loathed",1
"4225","loathing",1
"4226","loathsome",1
"4227","lobster",1
"4228","local",5
"4229","locality",1
"4230","lock",16
"4231","locked",18
"4232","locket",2
"4233","locus",1
"4234","lodge",19
"4235","lodger",2
"4236","lodging",1
"4237","lodgings",8
"4238","loftily",1
"4239","logic",2
"4240","logical",3
"4241","logician",1
"4242","loitering",1
"4243","london",41
"4244","londoners",1
"4245","lone",6
"4246","lonelier",1
"4247","lonely",6
"4248","long",87
"4249","longed",1
"4250","longer",10
"4251","look",73
"4252","looked",51
"4253","looking",54
"4254","lookout",1
"4255","looks",12
"4256","loomed",2
"4257","looming",1
"4258","loop",3
"4259","loophole",1
"4260","loose",6
"4261","loosed",1
"4262","loosened",1
"4263","lord",41
"4264","lords",1
"4265","lordship",1
"4266","lose",10
"4267","losing",3
"4268","loss",10
"4269","lost",28
"4270","lot",5
"4271","lothman",1
"4272","loud",3
"4273","louder",3
"4274","loudly",6
"4275","louisiana",1
"4276","lounged",3
"4277","loungers",2
"4278","lounging",5
"4279","love",18
"4280","loved",5
"4281","lovely",5
"4282","lover",7
"4283","lovers",1
"4284","loves",4
"4285","loving",3
"4286","low",18
"4287","lower",7
"4288","lowered",1
"4289","lowest",2
"4290","lowliest",1
"4291","lucid",1
"4292","luck",2
"4293","lucky",3
"4294","lucrative",1
"4295","lucy",3
"4296","luggage",1
"4297","lumber",3
"4298","lunatic",1
"4299","lunch",6
"4300","luncheon",1
"4301","lurched",1
"4302","lure",1
"4303","lured",1
"4304","lurid",2
"4305","lurking",1
"4306","lust",3
"4307","lustre",1
"4308","lustrous",1
"4309","luxuriant",1
"4310","luxuries",1
"4311","luxurious",1
"4312","lying",14
"4313","lyon",1
"4314","lysander",7
"4315","machine",16
"4316","machinery",2
"4317","mad",16
"4318","madam",12
"4319","madame",1
"4320","maddening",2
"4321","made",109
"4322","mademoiselle's",1
"4323","madly",1
"4324","madman",1
"4325","madness",1
"4326","maggie",2
"4327","magician",1
"4328","magistrate",2
"4329","magistrates",1
"4330","magnificent",2
"4331","magnifico",1
"4332","magnifying",3
"4333","mahogany",1
"4334","maid",23
"4335","maiden",4
"4336","maids",3
"4337","mail",2
"4338","main",7
"4339","maintenance",1
"4340","majesty",16
"4341","majesty's",2
"4342","major",6
"4343","make",73
"4344","maker",1
"4345","maker's",1
"4346","makes",9
"4347","making",17
"4348","makings",1
"4349","malay",1
"4350","male",3
"4351","malignant",1
"4352","mall",1
"4353","man",291
"4354","man's",14
"4355","manage",3
"4356","managed",10
"4357","management",2
"4358","manager",7
"4359","manageress",1
"4360","managing",1
"4361","mangled",1
"4362","mania",1
"4363","manifestations",1
"4364","manifested",1
"4365","manifold",1
"4366","mankind",1
"4367","manner",28
"4368","manners",2
"4369","manor",3
"4370","mansion",1
"4371","mansions",1
"4372","mantelpiece",6
"4373","manual",2
"4374","manufactory",1
"4375","many",42
"4376","map",3
"4377","marbank",2
"4378","marble",1
"4379","march",6
"4380","margin",1
"4381","margins",1
"4382","marines",1
"4383","mark",10
"4384","marked",10
"4385","market",9
"4386","marks",10
"4387","marm",1
"4388","marriage",27
"4389","married",25
"4390","marry",7
"4391","marrying",2
"4392","marseilles",1
"4393","marshy",1
"4394","martyrdom",1
"4395","mary",22
"4396","masculine",1
"4397","mask",5
"4398","masked",1
"4399","masonry",1
"4400","mass",2
"4401","masses",1
"4402","massive",6
"4403","master",13
"4404","master's",1
"4405","masterly",1
"4406","mastery",1
"4407","mastiff",2
"4408","mat",2
"4409","match",7
"4410","matches",4
"4411","material",4
"4412","mates",1
"4413","matheson",1
"4414","matter",125
"4415","matters",20
"4416","mature",1
"4417","maudsley",1
"4418","mauritius",1
"4419","maxim",1
"4420","may",197
"4421","maybe",2
"4422","mccarthy",33
"4423","mccarthy's",4
"4424","mccarthys",3
"4425","mccauley",2
"4426","mcfarlane's",1
"4427","mcquire's",1
"4428","me",635
"4429","meadow",1
"4430","meadows",2
"4431","meal",3
"4432","mean",20
"4433","meaning",5
"4434","meanly",1
"4435","means",19
